id,name,type,mana_cost,attack,max_hp,keywords,description
"11138","cards.neutral_architectt2k5_name","Unit","3","1","5","ModifierTokenCreator|ModifierBuild","cards.neutral_architectt2k5_desc"
"11139","cards.neutral_timekeeper_name","Unit","4","2","2","ModifierOpeningGambitProgressBuild","cards.neutral_timekeeper_desc"
"11140","cards.building_name","Unit","3","0","10","ModifierToken|ModifierPortal",""
"11141","Mirrorrim","Unit","1","2","1","ModifierOpeningGambit","Opening Gambit: Shuffle three copies of a friendly minion into your deck."
"11142","Aer Pridebeak","Unit","3","3","4","","Whenever your opponent casts a spell, restore 1 Health to your General."
"11143","Saberspine Alpha","Unit","7","5","5","ModifierFirstBlood","Rush"
"11144","Alcuin Fugitive","Unit","5","2","5","","At the end of any turn you cast a spell, put a copy of the most recently cast spell into your action bar."
"11145","Orbo the Ostentatious","Unit","3","3","4","ModifierOpeningGambitTransformHandIntoLegendaries","Opening Gambit: Transform the cards in your action bar into random prismatic legendary cards."
"11146","Sellsoul","Unit","3","4","5","ModifierDyingWishDamageGeneral","Dying Wish: Deal 4 damage to YOUR General."
"11147","Worldcore Golem","Unit","9","25","25","",""
"11148","Prongbok","Unit","3","2","5","","May move an additional space."
"11149","Mythron Wanderer","Unit","6","6","6","ModifierOnSummonFromHandApplyEmblems|ModifierFateSingleton","Trial: Have no duplicate cards in your deck. Destiny: Your minions have +1/+1."
"11150","Riftwalker","Unit","4","3","3","ModifierAirdrop|ModifierIntensifyDamageNearby","Airdrop Intensify: Deal 1 damage to everything around it."
"11151","Fizzling Mystic","Unit","4","3","3","ModifierOpeningGambit","Opening Gambit: Deal 2 damage to an enemy OR restore 2 Health to a friendly minion or General."
"11152","Araras Prophet","Unit","2","1","3","","Whenever you replace a card, shuffle a Brilliant Plume into your deck."
"11153","Lodestar","Unit","6","4","4","ModifierForcefield|ModifierAirdrop","Airdrop, Forcefield At the end of BOTH players' turns, pull some things to this minion."
"11154","Chirpuka","Unit","5","3","6","ModifierProvoke|ModifierTokenCreator","Whenever your opponent summons a minion, summon a 2/1 Puka with Provoke in front of it."
"11155","Puka","Unit","1","2","1","ModifierToken|ModifierProvoke","Provoke"
"11156","Mnemovore","Unit","7","7","7","","Whenever you summon a minion, burn three cards from your opponent's deck."
"11157","Scarzig","Unit","3","1","2","ModifierTokenCreator","If this minion destroys an enemy and survives, friendly Scarzig ANYWHERE transform into Feather Knights."
"11158","Scarzig, Feather Knight","Unit","3","4","8","ModifierToken|ModifierTranscendance","Celerity Whenever this minion attacks, give other friendly minions +1/+1."
"11159","Hsuku","Unit","4","2","6","","At the end of any player's turn, give one of their minions a random buff and keyword (excluding Hsuku)."
"19001","cards.neutral_mechaz0r_name","Unit","4","6","6","ModifierToken|ModifierFrenzy|ModifierRanged|ModifierAirdrop|ModifierForcefield","cards.neutral_mechaz0r_desc"
"19002","cards.neutral_helm_of_mechaz0r_name","Unit","1","2","2","PlayerModifierMechazorBuildProgress|ModifierOpeningGambitApplyMechazorPlayerModifiers","cards.neutral_helm_of_mechaz0r_desc"
"19003","cards.neutral_wings_of_mechaz0r_name","Unit","2","1","4","PlayerModifierMechazorBuildProgress|ModifierAirdrop|ModifierOpeningGambitApplyMechazorPlayerModifiers","cards.neutral_wings_of_mechaz0r_desc"
"19004","cards.neutral_cannon_of_mechaz0r_name","Unit","3","2","2","PlayerModifierMechazorBuildProgress|ModifierRanged|ModifierOpeningGambitApplyMechazorPlayerModifiers","cards.neutral_cannon_of_mechaz0r_desc"
"19005","cards.neutral_sword_of_mechaz0r_name","Unit","3","3","3","PlayerModifierMechazorBuildProgress|ModifierFrenzy|ModifierOpeningGambitApplyMechazorPlayerModifiers","cards.neutral_sword_of_mechaz0r_desc"
"19006","cards.neutral_chassis_of_mechaz0r_name","Unit","4","2","4","PlayerModifierMechazorBuildProgress|ModifierForcefield|ModifierOpeningGambitApplyMechazorPlayerModifiers","cards.neutral_chassis_of_mechaz0r_desc"
"19010","cards.neutral_wind_stopper_name","Unit","3","1","7","","cards.neutral_wind_stopper_desc"
"19025","cards.neutral_swamp_entangler_name","Unit","1","0","3","ModifierProvoke","cards.neutral_swamp_entangler_desc"
"19026","cards.neutral_rock_pulverizer_name","Unit","2","1","4","ModifierProvoke","cards.neutral_rock_pulverizer_desc"
"19027","cards.neutral_primus_shieldmaster_name","Unit","4","3","6","ModifierProvoke","cards.neutral_primus_shieldmaster_desc"
"19028","cards.neutral_fireblazer_name","Unit","5","5","5","ModifierProvoke","cards.neutral_fireblazer_desc"
"19029","cards.neutral_bluetip_scorpion_name","Unit","2","3","1","","cards.neutral_bluetip_scorpion_desc"
"19030","cards.neutral_crimson_oculus_name","Unit","3","2","3","","cards.neutral_crimson_oculus_desc"
"19031","cards.neutral_thorn_needler_name","Unit","4","6","4","",""
"19032","cards.neutral_rogue_warden_name","Unit","5","4","3","ModifierRanged","cards.neutral_rogue_warden_desc"
"19033","cards.neutral_putrid_dreadflayer_name","Unit","3","2","4","ModifierFlying","cards.neutral_putrid_dreadflayer_desc"
"19034","cards.neutral_young_flamewing_name","Unit","4","5","4","ModifierFlying","cards.neutral_young_flamewing_desc"
"19035","cards.neutral_storm_aratha_name","Unit","6","6","5","ModifierFlying","cards.neutral_storm_aratha_desc"
"19036","cards.neutral_whistling_blade_name","Unit","7","2","15","ModifierProvoke","cards.neutral_whistling_blade_desc"
"19037","cards.neutral_primus_fist_name","Unit","2","2","3","ModifierOpeningGambit","cards.neutral_primus_fist_desc"
"19038","cards.neutral_golem_metallurgist_name","Unit","2","2","3","","cards.neutral_golem_metallurgist_desc"
"19039","cards.neutral_golem_vanquisher_name","Unit","3","2","4","ModifierProvoke","cards.neutral_golem_vanquisher_desc"
"19040","cards.neutral_piercing_mantis_name","Unit","2","2","2","ModifierFrenzy","cards.neutral_piercing_mantis_desc"
"19042","cards.neutral_frostbone_naga_name","Unit","4","3","3","ModifierOpeningGambitDamageNearby","cards.neutral_frostbone_naga_desc"
"19043","cards.neutral_archon_spellbinder_name","Unit","6","7","7","","cards.neutral_archon_spellbinder_desc"
"19044","cards.neutral_silhouette_tracer_name","Unit","4","2","6","ModifierOpeningGambit","cards.neutral_silhouette_tracer_desc"
"19045","cards.neutral_sarlac_the_eternal_name","Unit","3","1","1","ModifierDyingWishReSpawnEntityAnywhere","cards.neutral_sarlac_the_eternal_desc"
"19046","cards.neutral_dark_nemesis_name","Unit","7","4","10","","cards.neutral_dark_nemesis_desc"
"19047","cards.neutral_mirkblood_devourer_name","Unit","3","2","4","","cards.neutral_mirkblood_devourer_desc"
"19048","cards.neutral_skyrock_golem_name","Unit","2","3","2","",""
"19049","cards.neutral_sojourner_name","Unit","3","1","5","","cards.neutral_sojourner_desc"
"19050","cards.neutral_azure_horn_shaman_name","Unit","2","1","4","ModifierDyingWishApplyModifiers","cards.neutral_azure_horn_shaman_desc"
"19051","cards.neutral_flameblood_warlock_name","Unit","2","3","1","ModifierOpeningGambitDamageBothGenerals","cards.neutral_flameblood_warlock_desc"
"19052","cards.neutral_bloodtear_alchemist_name","Unit","1","2","1","ModifierOpeningGambit","cards.neutral_bloodtear_alchemist_desc"
"20028","cards.faction_3_spell_dominate_will_name","Spell","7","","","","cards.faction_3_spell_dominate_will_description"
"20030","Dispel","Spell","0","","","","Dispel target area"
"20043","cards.faction_1_spell_sundrop_elixir_name","Spell","1","","","","cards.faction_1_spell_sundrop_elixir_description"
"20044","cards.faction_1_spell_tempest_name","Spell","2","","","","cards.faction_1_spell_tempest_description"
"20045","cards.faction_1_spell_auryn_nexus_name","Spell","1","","","","cards.faction_1_spell_auryn_nexus_description"
"20046","cards.faction_1_spell_lasting_judgement_name","Spell","2","","","","cards.faction_1_spell_lasting_judgement_description"
"20047","cards.faction_1_spell_war_surge_name","Spell","2","","","","cards.faction_1_spell_war_surge_description"
"20049","cards.faction_4_spell_daemonic_lure_name","Spell","2","","","","cards.faction_4_spell_daemonic_lure_description"
"20050","cards.faction_4_spell_nether_summoning_name","Spell","5","","","","cards.faction_4_spell_nether_summoning_description"
"20051","cards.faction_4_spell_shadow_nova_name","Spell","4","","","ModifierStackingShadows","cards.faction_4_spell_shadow_nova_description"
"20052","cards.faction_4_spell_void_pulse_name","Spell","1","","","","cards.faction_4_spell_void_pulse_description"
"20053","Teleport","Spell","0","","","","Move target to any unoccupied space on the battlefield."
"20054","Teleport Enemy To Me","Spell","0","","","","Move an enemy unit in front of the caster."
"20055","Apply Modifiers","Spell","0","","","",""
"20056","Kill Target","Spell","0","","","","Kill target unit"
"20057","cards.faction_4_spell_ritual_banishing_name","Spell","3","","","","cards.faction_4_spell_ritual_banishing_description"
"20058","Spawn Entity","Spell","0","","","","Spawn an entity."
"20059","cards.faction_4_spell_darkfire_sacrifice_name","Spell","0","","","","cards.faction_4_spell_darkfire_sacrifice_description"
"20060","Repulsion","Spell","0","","","","Move a nearby enemy minion to any other space on the battlefield."
"20061","cards.faction_4_spell_dark_transformation_name","Spell","5","","","ModifierTokenCreator","cards.faction_4_spell_dark_transformation_description"
"20062","cards.faction_1_spell_lionheart_blessing_name","Spell","1","","","","cards.faction_1_spell_lionheart_blessing_description"
"20063","cards.faction_5_spell_fractal_replication_name","Spell","6","","","","cards.faction_5_spell_fractal_replication_description"
"20064","cards.faction_1_spell_sun_bloom_name","Spell","2","","","","cards.faction_1_spell_sun_bloom_description"
"20065","cards.faction_4_spell_shadow_reflection_name","Spell","3","","","","cards.faction_4_spell_shadow_reflection_description"
"20066","cards.faction_1_spell_true_strike_name","Spell","1","","","","cards.faction_1_spell_true_strike_description"
"20067","cards.faction_1_spell_holy_immolation_name","Spell","4","","","","cards.faction_1_spell_holy_immolation_description"
"20068","cards.faction_1_spell_divine_bond_name","Spell","3","","","","cards.faction_1_spell_divine_bond_description"
"20069","cards.faction_4_spell_dark_seed_name","Spell","4","","","","cards.faction_4_spell_dark_seed_description"
"20070","cards.faction_4_spell_grasp_of_agony_name","Spell","1","","","","cards.faction_4_spell_grasp_of_agony_description"
"20071","cards.faction_4_spell_soulshatter_pact_name","Spell","2","","","","cards.faction_4_spell_soulshatter_pact_description"
"20072","cards.faction_4_spell_wraithling_swarm_name","Spell","3","","","ModifierTokenCreator","cards.faction_4_spell_wraithling_swarm_description"
"20073","cards.faction_3_spell_siphon_energy_name","Spell","0","","","","cards.faction_3_spell_siphon_energy_description"
"20074","cards.faction_3_spell_cosmic_flesh_name","Spell","2","","","ModifierProvoke","cards.faction_3_spell_cosmic_flesh_description"
"20075","cards.faction_3_spell_blindscorch_name","Spell","1","","","","cards.faction_3_spell_blindscorch_description"
"20076","cards.faction_3_spell_astral_phasing_name","Spell","3","","","ModifierFlying","cards.faction_3_spell_astral_phasing_description"
"20077","cards.faction_3_spell_entropic_decay_name","Spell","4","","","","cards.faction_3_spell_entropic_decay_description"
"20078","cards.faction_3_spell_time_maelstrom_name","Spell","3","","","","cards.faction_3_spell_time_maelstrom_description"
"20080","cards.faction_2_spell_saberspine_seal_name","Spell","2","","","","cards.faction_2_spell_saberspine_seal_description"
"20081","cards.faction_2_spell_phoenix_fire_name","Spell","2","","","","cards.faction_2_spell_phoenix_fire_description"
"20082","cards.faction_2_spell_twin_strike_name","Spell","3","","","","cards.faction_2_spell_twin_strike_description"
"20083","Spell Damge","Spell","0","","","","Deal Damage"
"20084","cards.faction_2_spell_spiral_technique_name","Spell","8","","","","cards.faction_2_spell_spiral_technique_description"
"20085","cards.faction_2_spell_mana_vortex_name","Spell","0","","","","cards.faction_2_spell_mana_vortex_description"
"20086","cards.faction_2_spell_inner_focus_name","Spell","1","","","","cards.faction_2_spell_inner_focus_description"
"20087","cards.faction_2_spell_onyx_bear_seal_name","Spell","3","","","ModifierTokenCreator","cards.faction_2_spell_onyx_bear_seal_description"
"20088","cards.faction_2_spell_ghost_lightning_name","Spell","1","","","","cards.faction_2_spell_ghost_lightning_description"
"20089","cards.faction_4_spell_wraithling_fury_name","Spell","3","","","","cards.faction_4_spell_wraithling_fury_description"
"20090","cards.faction_1_spell_martyrdom_name","Spell","3","","","","cards.faction_1_spell_martyrdom_description"
"20092","Clone Entity","Spell","0","","","","Clone another entity and replace self."
"20093","cards.faction_3_spell_sand_trap_name","Spell","2","","","","cards.faction_3_spell_sand_trap_description"
"20094","cards.faction_2_spell_deathstrike_seal_name","Spell","2","","","","cards.faction_2_spell_deathstrike_seal_description"
"20095","cards.faction_3_spell_scions_first_wish_name","Spell","1","","","","cards.faction_3_spell_scions_first_wish_description"
"20096","cards.faction_3_spell_scions_second_wish_name","Spell","2","","","","cards.faction_3_spell_scions_second_wish_description"
"20097","cards.faction_3_spell_scions_third_wish_name","Spell","3","","","ModifierFlying","cards.faction_3_spell_scions_third_wish_description"
"20099","cards.faction_3_spell_rashas_curse_name","Spell","2","","","ModifierFirstBlood|ModifierTokenCreator","cards.faction_3_spell_rashas_curse_description"
"20100","cards.faction_2_spell_ancestral_divination_name","Spell","4","","","","cards.faction_2_spell_ancestral_divination_description"
"20101","Clone Self","Spell","0","","","","Clone self into a nearby space."
"20102","cards.faction_2_spell_killing_edge_name","Spell","3","","","ModifierBackstab","cards.faction_2_spell_killing_edge_description"
"20103","Teleport General","Spell","0","","","","Move your General."
"20104","cards.faction_1_spell_circle_of_life_name","Spell","5","","","","cards.faction_1_spell_circle_of_life_description"
"20105","cards.faction_3_spell_stars_fury_name","Spell","5","","","ModifierFirstBlood|ModifierTokenCreator","cards.faction_3_spell_stars_fury_description"
"20106","cards.faction_2_spell_artifact_defiler_name","Spell","2","","","","cards.faction_2_spell_artifact_defiler_description"
"20107","Clone Self","Spell","0","","","","Clone self into a nearby space."
"20108","Clone Self","Spell","0","","","","Clone self into a nearby space."
"20109","cards.faction_1_spell_beam_shock_name","Spell","0","","","ModifierStun","cards.faction_1_spell_beam_shock_description"
"20110","Deploy MECHAZ0R","Spell","0","","","","AWWWW YISSS!"
"20111","cards.faction_5_spell_dampening_wave_name","Spell","0","","","","cards.faction_5_spell_dampening_wave_description"
"20112","cards.faction_5_spell_flash_reincarnation_name","Spell","0","","","","cards.faction_5_spell_flash_reincarnation_description"
"20113","cards.faction_5_spell_diretide_frenzy_name","Spell","2","","","ModifierFrenzy","cards.faction_5_spell_diretide_frenzy_description"
"20114","cards.faction_5_spell_tremor_name","Spell","1","","","ModifierStun","cards.faction_5_spell_tremor_description"
"20115","cards.faction_5_spell_dance_of_dreams_name","Spell","1","","","","cards.faction_5_spell_dance_of_dreams_description"
"20116","cards.faction_5_spell_greater_fortitude_name","Spell","1","","","","cards.faction_5_spell_greater_fortitude_description"
"20117","cards.faction_5_spell_earth_sphere_name","Spell","4","","","","cards.faction_5_spell_earth_sphere_description"
"20118","cards.faction_5_spell_bounded_lifeforce_name","Spell","7","","","","cards.faction_5_spell_bounded_lifeforce_description"
"20119","cards.faction_5_spell_amplification_name","Spell","1","","","","cards.faction_5_spell_amplification_description"
"20120","cards.faction_1_spell_aegis_barrier_name","Spell","1","","","","cards.faction_1_spell_aegis_barrier_description"
"20121","cards.faction_5_spell_metamorphosis_name","Spell","6","","","ModifierTokenCreator","cards.faction_5_spell_metamorphosis_description"
"20122","cards.faction_5_spell_plasma_storm_name","Spell","5","","","","cards.faction_5_spell_plasma_storm_description"
"20123","Kill Target","Spell","0","","","","Kill target unit with Ranged"
"20124","cards.faction_5_spell_chrysalis_burst_name","Spell","6","","","ModifierTokenCreator","cards.faction_5_spell_chrysalis_burst_description"
"20125","cards.faction_5_spell_natural_selection_name","Spell","2","","","","cards.faction_5_spell_natural_selection_description"
"20126","Dunecaster Followup","Spell","0","","","",""
"20128","cards.faction_1_spell_decimate_name","Spell","4","","","","cards.faction_1_spell_decimate_description"
"20129","cards.faction_2_spell_juxtaposition_name","Spell","0","","","","cards.faction_2_spell_juxtaposition_description"
"20130","Juxtaposition","Spell","0","","","","Switch positions between ANY two minions."
"20131","cards.faction_4_spell_breath_of_the_unborn_name","Spell","4","","","","cards.faction_4_spell_breath_of_the_unborn_description"
"20132","cards.faction_3_spell_auroras_tears_name","Spell","1","","","","cards.faction_3_spell_auroras_tears_description"
"20133","cards.faction_4_spell_deathfire_crescendo_name","Spell","3","","","ModifierDeathWatchBuffSelf","cards.faction_4_spell_deathfire_crescendo_description"
"20134","cards.faction_6_spell_chromatic_cold_name","Spell","2","","","","cards.faction_6_spell_chromatic_cold_description"
"20135","cards.faction_6_spell_frostfire_name","Spell","2","","","","cards.faction_6_spell_frostfire_description"
"20136","cards.faction_6_spell_avalanche_name","Spell","4","","","ModifierStun","cards.faction_6_spell_avalanche_description"
"20137","cards.faction_6_spell_boundless_courage_name","Spell","2","","","","cards.faction_6_spell_boundless_courage_description"
"20138","cards.faction_6_spell_mesmerize_name","Spell","1","","","","cards.faction_6_spell_mesmerize_description"
"20139","cards.faction_6_spell_flash_freeze_name","Spell","0","","","ModifierStun","cards.faction_6_spell_flash_freeze_description"
"20140","cards.faction_6_spell_mark_of_solitude_name","Spell","2","","","","cards.faction_6_spell_mark_of_solitude_description"
"20141","cards.faction_2_spell_kage_lightning_name","Spell","2","","","","cards.faction_2_spell_kage_lightning_description"
"20142","Deal Damage","Spell","0","","","","Deal Damage"
"20143","cards.faction_2_spell_eight_gates_name","Spell","2","","","","cards.faction_2_spell_eight_gates_description"
"20144","cards.faction_6_spell_aspect_of_the_fox_name","Spell","2","","","ModifierTokenCreator","cards.faction_6_spell_aspect_of_the_fox_description"
"20145","cards.faction_6_spell_aspect_of_the_drake_name","Spell","4","","","ModifierTokenCreator|ModifierFlying","cards.faction_6_spell_aspect_of_the_drake_description"
"20146","cards.faction_6_spell_aspect_of_the_mountains_name","Spell","6","","","ModifierTokenCreator","cards.faction_6_spell_aspect_of_the_mountains_description"
"20147","cards.faction_6_spell_gravity_well_name","Spell","2","","","ModifierProvoke|ModifierTokenCreator","cards.faction_6_spell_gravity_well_description"
"20148","cards.faction_6_spell_blazing_spines_name","Spell","3","","","ModifierTokenCreator","cards.faction_6_spell_blazing_spines_description"
"20149","cards.faction_6_spell_bonechill_barrier_name","Spell","2","","","ModifierStunned|ModifierTokenCreator","cards.faction_6_spell_bonechill_barrier_description"
"20150","cards.faction_6_spell_polarity_name","Spell","0","","","","cards.faction_6_spell_polarity_description"
"20151","cards.faction_3_spell_bone_swarm_name","Spell","2","","","","cards.faction_3_spell_bone_swarm_description"
"20152","cards.faction_3_spell_fountain_of_youth_name","Spell","2","","","","cards.faction_3_spell_fountain_of_youth_description"
"20153","cards.faction_3_spell_inner_oasis_name","Spell","3","","","","cards.faction_3_spell_inner_oasis_description"
"20154","cards.faction_4_spell_rite_of_the_undervault_name","Spell","6","","","","cards.faction_4_spell_rite_of_the_undervault_description"
"20155","cards.faction_2_spell_heavens_eclipse_name","Spell","5","","","","cards.faction_2_spell_heavens_eclipse_description"
"20156","cards.faction_5_spell_mind_steal_name","Spell","4","","","","cards.faction_5_spell_mind_steal_description"
"20157","cards.faction_5_spell_egg_morph_name","Spell","4","","","ModifierTokenCreator","cards.faction_5_spell_egg_morph_description"
"20158","cards.faction_1_spell_aerial_rift_name","Spell","1","","","ModifierAirdrop","cards.faction_1_spell_aerial_rift_description"
"20159","Heal Damge","Spell","0","","","","Heal Damage"
"20160","cards.faction_6_spell_hailstone_prison_name","Spell","2","","","","cards.faction_6_spell_hailstone_prison_description"
"20161","cards.faction_1_spell_magnetize_name","Spell","1","","","","cards.faction_1_spell_magnetize_description"
"20162","cards.faction_5_spell_kinetic_equilibrium_name","Spell","3","","","","cards.faction_5_spell_kinetic_equilibrium_description"
"20163","cards.faction_6_spell_spirit_of_the_wild_name","Spell","5","","","","cards.faction_6_spell_spirit_of_the_wild_description"
"20164","Mind Control","Spell","0","","","","Take control of an enemy minion"
"20165","cards.faction_6_spell_cryogenesis_name","Spell","4","","","","cards.faction_6_spell_cryogenesis_description"
"20166","cards.faction_4_spell_consuming_rebirth_name","Spell","2","","","","cards.faction_4_spell_consuming_rebirth_description"
"20167","cards.faction_2_spell_mist_walking_name","Spell","1","","","","cards.faction_2_spell_mist_walking_description"
"20168","cards.faction_2_spell_mist_dragon_seal_name","Spell","1","","","","cards.faction_2_spell_mist_dragon_seal_description"
"20169","cards.faction_3_spell_rashas_curse_followup_name","Spell","0","","","ModifierFirstBlood","cards.faction_3_spell_rashas_curse_followup_description"
"20170","Random Teleport","Spell","0","","","","Move target to a random space on the battlefield."
"20171","Revive Dead minion","Spell","0","","","","Revive a dead minion in a nearby space."
"20172","Kill Target","Spell","0","","","","Kill target unit with Provoke or Frenzy"
"20173","Assassinate","Spell","0","","","","Kill target minion."
"20174","cards.faction_1_spell_roar_name","Spell","1","","","","cards.faction_1_spell_roar_description"
"20175","cards.faction_1_spell_afterglow_name","Spell","1","","","","cards.faction_1_spell_afterglow_description"
"20176","cards.faction_2_spell_blink_name","Spell","1","","","","cards.faction_2_spell_blink_description"
"20177","cards.faction_2_spell_arcane_heart_name","Spell","1","","","","cards.faction_2_spell_arcane_heart_description"
"20178","cards.faction_3_spell_iron_shroud_name","Spell","1","","","","cards.faction_3_spell_iron_shroud_description"
"20179","cards.faction_3_spell_psionic_strike_name","Spell","1","","","","cards.faction_3_spell_psionic_strike_description"
"20180","cards.faction_4_spell_shadowspawn_name","Spell","1","","","","cards.faction_4_spell_shadowspawn_description"
"20181","cards.faction_4_spell_abyssal_scar_name","Spell","1","","","ModifierStackingShadows","cards.faction_4_spell_abyssal_scar_description"
"20182","cards.faction_5_spell_overload_name","Spell","1","","","","cards.faction_5_spell_overload_description"
"20183","cards.faction_5_spell_seeking_eye_name","Spell","1","","","","cards.faction_5_spell_seeking_eye_description"
"20184","cards.faction_6_spell_warbird_name","Spell","1","","","","cards.faction_6_spell_warbird_description"
"20185","cards.faction_6_spell_kinetic_surge_name","Spell","1","","","","cards.faction_6_spell_kinetic_surge_description"
"20186","cards.faction_1_spell_ironcliffe_heart_name","Spell","4","","","","cards.faction_1_spell_ironcliffe_heart_description"
"20187","cards.faction_1_spell_sky_burial_name","Spell","3","","","","cards.faction_1_spell_sky_burial_description"
"20188","cards.faction_1_spell_afterblaze_name","Spell","3","","","ModifierBanding","cards.faction_1_spell_afterblaze_description"
"20189","cards.faction_1_spell_fighting_spirit_name","Spell","1","","","ModifierTokenCreator","cards.faction_1_spell_fighting_spirit_description"
"20190","cards.faction_1_spell_lucent_beam_name","Spell","2","","","","cards.faction_1_spell_lucent_beam_description"
"20191","cards.faction_2_spell_crimson_coil_name","Spell","2","","","ModifierTokenCreator","cards.faction_2_spell_crimson_coil_description"
"20192","cards.faction_2_spell_shadow_waltz_name","Spell","1","","","ModifierBackstab","cards.faction_2_spell_shadow_waltz_description"
"20193","cards.faction_2_spell_pandamonium_name","Spell","4","","","ModifierTokenCreator","cards.faction_2_spell_pandamonium_description"
"20194","cards.faction_2_spell_mirror_meld_name","Spell","2","","","","cards.faction_2_spell_mirror_meld_description"
"20195","cards.faction_3_spell_astral_flood_name","Spell","3","","","ModifierTokenCreator","cards.faction_3_spell_astral_flood_description"
"20196","cards.faction_3_spell_whisper_of_the_sands_name","Spell","2","","","ModifierTokenCreator","cards.faction_3_spell_whisper_of_the_sands_description"
"20197","cards.faction_3_spell_psychic_conduit_name","Spell","3","","","","cards.faction_3_spell_psychic_conduit_description"
"20198","cards.faction_3_spell_corpse_combustion_name","Spell","5","","","","cards.faction_3_spell_corpse_combustion_description"
"20199","cards.faction_4_spell_lurking_fear_name","Spell","2","","","ModifierDyingWish","cards.faction_4_spell_lurking_fear_description"
"20200","cards.faction_4_spell_inkhorn_gaze_name","Spell","2","","","ModifierTokenCreator","cards.faction_4_spell_inkhorn_gaze_description"
"20201","cards.faction_4_spell_sphere_of_darkness_name","Spell","2","","","ModifierStackingShadows","cards.faction_4_spell_sphere_of_darkness_description"
"20202","cards.faction_5_spell_razor_skin_name","Spell","1","","","ModifierTokenCreator","cards.faction_5_spell_razor_skin_description"
"20203","cards.faction_5_spell_lava_lance_name","Spell","1","","","","cards.faction_5_spell_lava_lance_description"
"20204","cards.faction_4_spell_echoing_shriek_name","Spell","2","","","ModifierTokenCreator","cards.faction_4_spell_echoing_shriek_description"
"20205","cards.faction_4_spell_void_steal_name","Spell","3","","","","cards.faction_4_spell_void_steal_description"
"20206","cards.faction_5_spell_natures_confluence_name","Spell","5","","","ModifierTokenCreator","cards.faction_5_spell_natures_confluence_description"
"20207","cards.faction_6_spell_frostburn_name","Spell","6","","","","cards.faction_6_spell_frostburn_description"
"20208","cards.faction_6_spell_wailing_overdrive_name","Spell","4","","","","cards.faction_6_spell_wailing_overdrive_description"
"20209","cards.faction_6_spell_vespyric_call_name","Spell","1","","","","cards.faction_6_spell_vespyric_call_description"
"20210","Double Attack And Health","Spell","0","","","",""
"20211","cards.faction_6_spell_lightning_blitz_name","Spell","2","","","","cards.faction_6_spell_lightning_blitz_description"
"20212","cards.faction_6_spell_winters_wake_name","Spell","8","","","","cards.faction_6_spell_winters_wake_description"
"20213","cards.faction_4_spell_obliterate_name","Spell","8","","","ModifierStackingShadows","cards.faction_4_spell_obliterate_description"
"20214","cards.faction_6_spell_altered_beast_name","Spell","3","","","ModifierTokenCreator","cards.faction_6_spell_altered_beast_description"
"20215","Hatch an egg","Spell","0","","","","Hatch an Egg."
"20216","cards.faction_3_spell_circle_of_desiccation_name","Spell","8","","","","cards.faction_3_spell_circle_of_desiccation_description"
"20217","cards.faction_2_spell_koan_of_horns_name","Spell","8","","","","cards.faction_2_spell_koan_of_horns_description"
"20218","cards.faction_5_spell_thumping_wave_name","Spell","4","","","ModifierTokenCreator","cards.faction_5_spell_thumping_wave_description"
"20219","cards.faction_5_spell_flaming_stampede_name","Spell","8","","","","cards.faction_5_spell_flaming_stampede_description"
"20220","cards.faction_1_spell_sky_phalanx_name","Spell","8","","","","cards.faction_1_spell_sky_phalanx_description"
"20221","Clone Self","Spell","0","","","","Clone self nearby general."
"20222","Clone Self","Spell","0","","","","Clone self nearby general."
"20223","Activate Battlepet","Spell","0","","","",""
"20224","cards.neutral_riddle_name","Spell","2","","","","cards.neutral_riddle_desc"
"20225","cards.faction_5_spell_entropic_gaze_name","Spell","2","","","","cards.faction_5_spell_entropic_gaze_desc"
"20226","cards.faction_4_spell_aphotic_drain_name","Spell","1","","","","cards.faction_4_spell_aphotic_drain_desc"
"20227","cards.faction_4_spell_necrotic_sphere_name","Spell","6","","","ModifierTokenCreator","cards.faction_4_spell_necrotic_sphere_desc"
"20228","cards.faction_6_spell_concealing_shroud_name","Spell","2","","","","cards.faction_6_spell_concealing_shroud_desc"
"20229","cards.faction_6_spell_enfeeble_name","Spell","5","","","","cards.faction_6_spell_enfeeble_desc"
"20230","Teleport","Spell","0","","","","Move target to any unoccupied space behind an enemy."
"20231","cards.faction_2_spell_ethereal_blades_name","Spell","2","","","","cards.faction_2_spell_ethereal_blades_desc"
"20232","cards.faction_1_spell_trinity_oath_name","Spell","4","","","","cards.faction_1_spell_trinity_oath_desc"
"20233","cards.faction_1_spell_draining_wave_name","Spell","1","","","","cards.faction_1_spell_draining_wave_desc"
"20234","cards.faction_5_spell_tectonic_spikes_name","Spell","3","","","","cards.faction_5_spell_tectonic_spikes_desc"
"20235","cards.faction_1_spell_prism_barrier_name","Spell","2","","","ModifierForcefield","cards.faction_1_spell_prism_barrier_desc"
"20236","Teleport","Spell","0","","","","Move target to any unoccupied space in front of a General."
"20237","cards.faction_6_spell_frigid_corona_name","Spell","2","","","ModifierStun","cards.faction_6_spell_frigid_corona_desc"
"20238","cards.faction_4_spell_abyssal_scar_name","Spell","3","","","ModifierStackingShadows","cards.faction_4_spell_abyssal_scar_modified_description"
"20239","cards.faction_4_spell_shadowspawn_name","Spell","3","","","","cards.faction_4_spell_shadowspawn_modified_description"
